ambiguous_word,meaning,Text,
পড়া,নতিস্বীকার,"হাতে পায়ে পড়ার পরও ,তাও এমন করোনা আমার মার সাথে দয়া করে",
পড়া,জোর করে মেশা,তোমার গায়ে পড়া স্বভাব আর গেলো না,
পড়া,জোর করে মেশা,গায়ে পড়া স্বভাব নেই,
পড়া,জোর করে মেশা,গায়ে পড়া মেয়েদের একেবারেই পছন্দ করেন না,
পড়া,জোর করে মেশা,"গায়ে পড়া, অযাচিত",
পড়া,জোর করে মেশা,গায়ে পড়া ভাব জমানো লোক থেকে সাবধান! .,
পড়া,জোর করে মেশা,এটা তাঁর অভ্যাস! তাঁর সঙ্গী পছন্দ করেন না এই গায়ে পড়া মেশা।,
পড়া,জোর করে মেশা,"ছেলেদের সাথে এভাবে গায়ে পড়া মেশা, সবাই মিলে হ্যাং-আউট করা, পার্টিতে যাওয়া",
পড়া,জোর করে মেশা,ওরা যেন আমার গায়ের উপর এসে পড়া শুরু করলো।,
পড়া,জোর করে মেশা,ওর মনে হয় এই নিন্ম মধ্যবিত্ত লোক গুলো বড্ড গায়ে পড়া।,
পড়া,জোর করে মেশা,সবসময় সে গায়ে পড়া ভাব নিয়ে বসে থাকে।,
পড়া,জোর করে মেশা,তার গায়ে পড়া স্বভাব এর জন্য মিশতে মন চায়না।,
পড়া,জোর করে মেশা,কিছু ছেলে আছে যারা গায়ে পড়া আর মেয়েদের সাথে মিশতে আসে।,
পড়া,জোর করে মেশা,লোকগুলো গুলোর জন্ম থেকেই বোধয় গায়ে পড়া অভ্যাস।,
পড়া,জোর করে মেশা,এই মেয়েটার গায়ে পড়া স্বভাব,
পড়া,জোর করে মেশা,"ছেলেটা একটু কেমন না, গায়ে পড়া যেন",
পড়া,জোর করে মেশা,গায়ে পড়া স্বভাবটা এখনো যায় নি?,
পড়া,জোর করে মেশা,দেখো গায়ে পড়া ঝগড়া একদম করতে এসো না,
পড়া,জোর করে মেশা,মহিলাটা গায়ে পড়া ঝগড়া করতে আসছে,
পড়া,জোর করে মেশা,তোমার কেনো ওর গায়ে পড়া স্বভাব?,
পড়া,সংক্রমণ,বিশ্বব্যাপী দ্রুত ছড়িয়ে পড়া নতুন আতঙ্কের নাম করোনা ভাইরাস।,
পড়া,সংক্রমণ,করোনার এমন দ্রুত ছড়িয়ে পড়া রোধ করা অসম্ভব,
পড়া,সংক্রমণ,এখানে একজনের সমস্যা হলে দ্রুত তা অন্যদের মধ্যে ছড়িয়ে পড়া সময়ের ব্যপার মাত্র।,
পড়া,সংক্রমণ,সবার মুখে নাম ছড়িয়ে পড়া তার শখ।,
পড়া,সংক্রমণ,একজনের করোনা হলে তা আরেকজনের মাঝে ছড়িয়ে পড়ার সম্ভাবনা থাকে,
পড়া,সংক্রমণ,আমি চাইনা করোনা সবার মাঝে এভাবে ছড়িয়ে পড়া বেড়ে যাক,
পড়া,সংক্রমণ,ভাইরাস ছড়িয়ে পড়া বন্ধ করতে ছয়টি পদক্ষেপ এজেড কেয়ার কর্মীদের,
পড়া,সংক্রমণ,ছড়িয়ে পড়া ভাইরাল ভিডিও চিত্রের ভাল-মন্দ দিক,
পড়া,সংক্রমণ,ভারতের অন্ধ্রপ্রদেশে কেমিক্যাল প্ল্যান্ট থেকে ছড়িয়ে পড়া বিষাক্ত গ্যাস,
পড়া,সংক্রমণ,যে উপায়ে করোনাভাইরাস ভাইরাস ছড়িয়ে পড়া ঠেকানো সম্ভব তা সবাই জানে না,
পড়া,সংক্রমণ,চীনে রহস্যময় নতুন ভাইরাস ছড়িয়ে পড়া শুরু,
পড়া,সংক্রমণ,গণমাধ্যমে ছড়িয়ে পড়া.,
পড়া,সংক্রমণ,ভাইরাস ছড়িয়ে পড়ার পর বাংলাদেশের কর্মকর্তারা ভাবলেশহীন,
পড়া,সংক্রমণ,সামাজিক যোগাযোগ মাধ্যমে ছড়িয়ে পড়া পুলিশি ভিডিও,
পড়া,সংক্রমণ,দেশটির উত্তর-পশ্চিমাঞ্চলে ছড়িয়ে পড়া 'ব্রুসেলোসিস' নামক এই ভাইরাস,
পড়া,সংক্রমণ,নতুন করে প্লেগ রোগ ছড়িয়ে পড়ার আশঙ্কা করা হচ্ছে।,
পড়া,সংক্রমণ,করোনা ভাইরাস ছড়িয়ে পড়া ঠেকাতে সতর্কতা হিসেবে লাইভ ভিডিও,
পড়া,সংক্রমণ,রোহিঙ্গাদের ছড়িয়ে পড়া ঠেকাতে কক্সবাজারের শরণার্থী ক্যাম্পগুলোকে ঘিরে প্রয়োজনীয় নিরাপত্তা ব্যবস্থা,
পড়া,সংক্রমণ,তুন এই ফ্লু ভাইরাসের সাথে ২০০৯য়ে বিশ্বব্যাপী ছড়িয়ে পড়া সোয়াইন ফ্লু-র মিল আছে,
পড়া,সংক্রমণ,মহামারী ছড়িয়ে পড়ার আশংকা থাকা অবস্থায় বাইরে যাওয়া উচিত না,
পড়া,সংক্রমণ,পৃথিবীর ২১৩ টি দেশ ও অঞ্চলে করোনাভাইরাস ছড়িয়ে পড়ার খবর পাওয়া গেছে,
পড়া,সংক্রমণ,একটি কোলয়েডে ছড়িয়ে ছড়িয়ে পড়া পর্ব এবং ছড়িয়ে দেওয়ার মাধ্যম কী?,
পড়া,সংক্রমণ,বিশ্বজুড়ে প্রাণী থেকে মানুষে ছড়িয়ে পড়া রোগের হার ক্রমেই বাড়ছে।,
পড়া,সংক্রমণ,করোনাভাইরাসের সংক্রমণ ছড়িয়ে পড়া রোধে কর্মস্থলে কী ধরনের প্রস্তুতি নেওয়া প্রয়োজন,
পড়া,সংক্রমণ,সাধারণ একটি সমস্যা হল চোখের কাজল ছড়িয়ে পড়া।,
পড়া,বিপন্ন হওয়া,বিপদে পড়ার ক্ষণে আল্লাহর কাছে সাহায্য চাইতে হয়।,
পড়া,বিপন্ন হওয়া,ভীষণ বিপদে পড়া সেদিন,
পড়া,বিপন্ন হওয়া,বিপদে পড়ার সময় রাসূল (সা.) যে আমলগুলো বেশি বেশি করতেন,
পড়া,বিপন্ন হওয়া,হনুমান কি সম্ভব বিপদে পড়া থেকে নিজেকে বাচাতে পারে?,
পড়া,বিপন্ন হওয়া,বিপদে পড়া মানুষকে সাহায্য করতে হয়,
পড়া,বিপন্ন হওয়া,ভীষণ বিপদে পড়ার পর আল্লাহর কাছে সাহায্য চাওয়া উচিিত,
পড়া,বিপন্ন হওয়া,বিপদে পড়ার সময় মহান আল্লাহ্‌র কাছে সাহায্য প্রার্থনা করতে হয়।,
পড়া,বিপন্ন হওয়া,বিপদে পড়া নারীর অবস্থান জানাবে 'ভাই থামেন' অ্যাপ.,
পড়া,বিপন্ন হওয়া,বিপদে পড়ার পরে মিথ্যা বলা লাগে।,
পড়া,বিপন্ন হওয়া,কোন বিপদে পড়া বা অন্য কোনো সময় কি মিথ্যা বলা যাবে?,
পড়া,বিপন্ন হওয়া,বিপদে পড়া মানুষের দিকে সাহায্যের হাত বাড়ানো মানবিক কাজ,
পড়া,বিপন্ন হওয়া,বিপদে পড়া মানুষকে সাহায্য করুন,
পড়া,বিপন্ন হওয়া,লকডাউনে নদিয়ার বিপদে পড়া ভবঘুরেদের অন্ন জোগাল স্বেচ্ছাসেবীরা,
পড়া,বিপন্ন হওয়া,বিপদে পড়া গেলেে কি দোয়া পড়তে হয়,
পড়া,বিপন্ন হওয়া,তাই বিপদে পড়ার পর সর্বপ্রথম মহান আল্লাহতায়ালার কাছে সাহায্য চাইতে হবে।,
পড়া,বিপন্ন হওয়া,বিপদে পড়ার পর কি করতে হয়?,
পড়া,বিপন্ন হওয়া,বিপদে পড়া থেকে বাাঁচতে কি করণীয় ইসলাম যা বলে,
পড়া,বিপন্ন হওয়া,সমুদ্রের নিচে চাপা পড়া এই শহরের খোঁজ জানতো না কেউ।,
পড়া,বিপন্ন হওয়া,এই ঘটনায় এক মহিলার হাত কেটে টুকরো হয়ে পড়া থাকে রাস্তায়।,
পড়া,বিপন্ন হওয়া,এক কঠিন লোকের পাল্লায় পড়া সে আজ নিরুপায়,
পড়া,সমালোচনা,বিতর্কের মুখে পড়া সেই 'আ স্যুটেবল বয়ে'র একটি দৃশ্য,
পড়া,বিপন্ন হওয়া,কর্মহীন হয়ে পড়ায় অনেক কষ্টে বকশীগঞ্জ-মেরুরচর সড়কের কয়েকশ পরিবহন শ্রমিক।,
পড়া,বিপন্ন হওয়া,এতে অতিরিক্ত চাপ পড়ায় পায়ের তলার ত্বক শক্ত হয়ে যায়।,
পড়া,বিপন্ন হওয়া,ঘুমের মধ্যে পায়ে টান পড়া!,
পড়া,বিপন্ন হওয়া,এতে সুস্থও অসুস্থ হয়ে পড়ার অবস্থা হতে পারে,
পড়া,বিপন্ন হওয়া,পায়ের পাতায় ও পেশীতে টান পড়া সমস্যার কারণ ও করণীয়,
পড়া,বিপন্ন হওয়া,সকালে গ্রামের রাস্তার পাশে পড়া ছিলেন এক অন্তঃসত্ত্বা বাক,
পড়া,বিপন্ন হওয়া,"টিকটিকি যদি আপনার হাতে বা গায়ে পড়ার মত হয়, তা হলে আপনি কোনও বিষয়ে খুবই সম্মানিত হতে চলেছেন।",
পড়া,বিপন্ন হওয়া,গায়ে কালো দাগ পড়া নিয়ে চিন্তায় আছি।,
পড়া,বিপন্ন হওয়া,করোনা মহামারির কঠিন সময়ের মুখে পড়া এখন সময়ের ব্যাপার হতে যাচ্ছে ইউরোপ,
পড়া,বিপন্ন হওয়া,কিছু থাকে সেক্ষেত্রেও চোখে পানি পড়া দেখা যেতে পারে।,
পড়া,বিপন্ন হওয়া,বর্ষার শুরুতেই তা ভেঙ্গে চলাচলের অনুপযোগী হয়ে পড়ায় দুর্ভোগ,
পড়া,বিপন্ন হওয়া,চাপে পড়ায় শেষ পর্যন্ত স্কুল কর্তৃপক্ষ তাদের ভুল স্বীকার করে।,
পড়া,বিপন্ন হওয়া,নতুন জুতার কারণে পায়ে ফোসকা পড়া কিংবা পায়ের বুড়ো আঙুল টনটন করার সমস্যায় পড়তে হয় প্রায়ই।,
পড়া,বিপন্ন হওয়া,"যাদের পা খুব বেশি ঘামে, তাদের এই সমস্যায় বেশি পড়া হয়।",
পড়া,বিপন্ন হওয়া,এর কাঁধে চাদরের পাড়ের দাগ পড়া দেখেছি,
পড়া,বিপন্ন হওয়া,অবিশ্বাস্য হারের ধাক্কার পর মনস্তাত্ত্বিকভাবে কিছুটা ভেঙ্গে পড়ার কথা ফরচুন বরিশালের,
পড়া,বিপন্ন হওয়া,সে ভয়ে মুষড়ে পড়ার মত অবস্থা,
পড়া,বিপন্ন হওয়া,আজ তোমার কথা শুনে বিপদে পড়ার মত অবস্থা,
পড়া,বিপন্ন হওয়া,তীব্র স্রোতের মুখে পড়া কার্গো জাহাজ চরে আটকে যায়।,
পড়া,বিপন্ন হওয়া,মেঘনা নদীর মধ্যচর এলাকায় পৌঁছালে কার্গোটি স্রোতের মুখে পড়া শুরু করে ।,
পড়া,বিপন্ন হওয়া,কনফারেন্সের আয়োজনও অনিশ্চয়তার মুখে পড়ার মত অবস্থা।,
পড়া,বিপন্ন হওয়া,সাক্ষাৎকার বোর্ডে বেশ কিছু আজব প্রশ্নের মুখে পড়া লাগে,
পড়া,প্রয়োজন,জীবনের ক্ষনিকে দায়ে পড়া বনিতে স্বার্থ হাসে অভাগার দুঃখে,
পড়া,প্রয়োজন,গাফিলতির দায়ে পড়া চিকিৎসকদের একাংশকে আড়াল করতেই কাউন্সিলের নির্বাচন হচ্ছে না,
পড়া,প্রয়োজন,দায়ে পড়া স্বীকারোক্তি বিমানের,
পড়া,প্রয়োজন,দায়ে পড়া তদন্ত কমিটি গড়ল পুলিশ,
পড়া,প্রয়োজন,আদালত অবমাননার দায়ে পড়া শাস্তি পেতে পারেন,
পড়া,প্রয়োজন,দিনাজপুরে পেটের দায়ে বেরিয়ে পড়া কর্মহীন মানুষ,
পড়া,প্রয়োজন,জানালেন সতর্ক না হলে যে কোনও ভারতীয়ই বিপদে পড়া হতে পারে রাষ্ট্রদ্রোহিতার দায়ে,
পড়া,প্রয়োজন,আমি দায়ে পড়া হয়ে তার কাছে হাত পেতেছি,
পড়া,প্রয়োজন,দায়ে পড়া বা সাহায্য প্রার্থনা দোষের কিছু না,
পড়া,প্রয়োজন,দায়ে পড়া বা দায় সারা কাজ আমি করি না,
পড়া,প্রয়োজন,লোকটা যেন দায়ে পড়া ভাবে কাজটা সেরে দিলো,
পড়া,প্রয়োজন,আপনি এমন দায়ে পড়া কাজ কেনো করছেন?,
পড়া,প্রয়োজন,দায়ে পড়া হিসেবে এ কাজটা করো না,
পড়া,প্রয়োজন,আমি দায়ে পড়া জন্য তাকে সাহায্য করেছি,
পড়া,প্রয়োজন,তুমি কি এমন দায়ে পড়া কাজ করো কেন?,
পড়া,প্রয়োজন,তবে কি সে দায়ে পড়া কাজ করছে?,
পড়া,প্রয়োজন,ভাই আমার কাছে দায়ে পড়া কাজ করতে এসো না,
পড়া,প্রয়োজন,দায়ে পড়া কাজ করলে টাকা আসবে কিন্তু শেখা হবে না,
পড়া,প্রয়োজন,শিখতে চাইলে দায়ে পড়া কাজ করো না,
পড়া,প্রয়োজন,আমি দায়ে পড়া কাজ করছি,
পড়া,প্রয়োজন,তুমি দায়ে পড়া কাজ ঠিকি কাজ করবে,
পড়া,প্রয়োজন,দায়ে পড়া কাজ করো না,
পড়া,প্রয়োজন,টাকার জন্য দায়ে পড়া কাজ করা লাগে,
পড়া,প্রয়োজন,আমি দায়ে পড়া হয়ে রিক্সা চালাইছি,
পড়া,প্রয়োজন,দায়ে পড়া হয়ে আজ সে সিএনজি চালায়,
পড়া,প্রয়োজন,আজ গরিব বলে দায়ে পড়া ভাবে তাকে এ কাজ করতে হচ্ছে,
পড়া,প্রয়োজন,আমার অত গরজ পড়া অভ্যাস নেই যে তাকে ডাকতে হবে।,
পড়া,চিন্তায়,তাই আমাদের ধাঁধায় পড়া চাই,
পড়া,চিন্তায়,জরুরি বিভাগের চিকিৎসকরা ধাঁধায় পড়ার পর অনেক ক্ষতি হয়ে গিয়েছিলো,
পড়া,চিন্তায়,শতভাগ কার্যকরী উপায় দেখে রীতিমতো ধাঁধায় পড়া থেকে বেচে গেলাম,
পড়া,চিন্তায়,সমর্থন নিয়ে ধাঁধায় পড়া ছিলো রীতিমতো অবাক করা,
পড়া,চিন্তায়,টুইটারে নাম বদলের পর একজন ধাঁধায় পড়া অনুসারী এমন মন্তব্য করেছেন।,
পড়া,চিন্তায়,২০ বছর বয়সী এক মেয়ের চোখ দিয়ে রক্ত ঝরে পড়ায় ধাঁধায় পড়েছেন চিলির চিকিৎসকরা।,
পড়া,চিন্তায়,আজ সেই হাসির ধাঁধায় নিজেই পড়ার পালা।,
পড়া,চিন্তায়,কীভাবে সেখানে গেল দেহটি তা নিয়ে ধাঁধায় পড়া আমি!!!,
পড়া,চিন্তায়,লেখাপড়া' ও 'পড়ালেখা' এই দুইটি শব্দ নিয়ে ধাঁধায় পড়া বরাবরই আমি,
পড়া,চিন্তায়,রূপালী জগতের গোলক ধাঁধায় পড়া তারকা থেকে পথের ফকির তারা,
পড়া,চিন্তায়,বিষয়টি নিয়ে চরম ধাঁধায় পড়া মার্কিন কর্তৃপক্ষও হেডলি,
পড়া,চিন্তায়,করোনা পরিস্থিতি নিয়ে গোলক ধাঁধায় পড়া মার্কিন প্রেসিডেন্ট ট্রাম্প,
পড়া,চিন্তায়,ব্ল্যাক সেডানটা নিয়ে রীতিমতো ধাঁধায় পড়া রিক্ত,
পড়া,চিন্তায়,কটু দুষ্ট হাসি হেসে মিষ্টি বড়ো ধাঁধায় পড়ার সম্মুুুখীন,
পড়া,ব্যয়,অলঙ্কারগুলো বানাতে অনেক খরচ পড়ার কথা।,
পড়া,ব্যয়,আমাদের দেশে সরকারি বিশ্ববিদ্যালয়ে তেমন বেশি পরিমাণে খরচ পড়ার কথা না,
পড়া,ব্যয়,কয়েনের মান বেশি হলে সে তুলনায় খরচ অনেক কম পড়া উচিত।,
পড়া,ব্যয়,আর ৫ টাকার একটি কয়েন তৈরিতে খরচ পড়া ১ টাকা ৯৫ পয়সা পুুুুুুুরোটাই উশুল,
পড়া,ব্যয়,অফিসের ইন্টেরিয়র ডেকোরেশন করতে গেলে কেমন খরচ পড়া উচিত?,
পড়া,ব্যয়,ভারতে একটি একটাকার কয়েন বানাতে খরচ পড়ার হিসেব ১ টাকারও বেশি,
পড়া,ব্যয়,৫০০ টাকার নোট ছাপাতে খরচ পড়ার হিসেব ৬ টাকার মতো।,
পড়া,ব্যয়,বাংলাদেশের কোন টাকা বানাতে কত খরচ পড়া দরকার বলে মনে করেন?,
পড়া,ব্যয়,১০০০ স্কোয়ার মিটারের শেড নেট তৈরিতে খরচ পড়ার কথা ৩ লক্ষ ৬০ হাজার।,
পড়া,ব্যয়,টু পিচে খরচ পড়া ৫ হাজার টাকা পুুুুুুরোটাই লস,
পড়া,ব্যয়,এক কেজি আলুর কোল্ড ষ্টোরেজ পর্যায়ের সর্বোচ্চ ২১ টাকা খরচ পড়া গেছে এবারে।,
পড়া,ব্যয়,এত খরচ পড়ার তো কথা না?,
পড়া,ব্যয়,"তবে এক্সিকিউটিভ এমবিএ করতে গেলে ২০০,০০০ টাকার মত খরচ পড়া স্বাভাবিক।",
পড়া,ব্যয়,বলতে পারেন কেমন খরচ পড়া উচিত?,
পড়া,ব্যয়,ডায়াগনস্টিক সেন্টারগুলোয় এই কোভিড ১৯ পরীক্ষার খরচ পড়া দরকার মোটামুটি ২ হাজার,
পড়া,ব্যয়,চিকিৎসক ফিসহ অন্যান্য খরচ পড়ায় প্রায় ৩০ থেকে ৩৫ হাজার টাকা গেছে,
পড়া,ব্যয়,অ্যাসোসিয়েট ডিগ্রির জন্য খরচ পড়া প্রায় ১২ থেকে ২০ হাজার ডলার আসে বৃত্তির ফান্ড থেকে,
পড়া,ব্যয়,গলা ক্যান্সারের চিকিৎসা খরচ অনেক কম পড়ায় বেঁচে ফিরেছেন উনি,
পড়া,ব্যয়,৬০ ফুট বাই ৯০ ফুটের পতাকার জন্য খরচ পড়ার কথা ৪ লাখ ৩৬ হাজার টাকা।,
পড়া,ব্যয়,"৩ বছরের কোর্স, খরচ পড়ার কথা লক্ষ টাকা থেকে ২৫ লক্ষের মধ্যে।",
পড়া,ব্যয়,প্রথম ধাপে গ্রাহকদের খরচ পড়া দরকার ৪ দশমিক ১৯ টাকা,
পড়া,ব্যয়,প্রাইভেট প্রতিষ্ঠানে করতে কমপক্ষে খরচ পড়া উচিত ২ লক্ষ থেকে ৩ লক্ষ টাকা।,
পড়া,ব্যয়,আইভিএফ চিকিত্সার খরচ কত পড়া উচিত?,
পড়া,পতন,তবে বৃষ্টির ফোঁটা পড়ার সময় এর উপর শুধুমাত্র মাধ্যাকর্ষণ বল কাজ করে না,
পড়া,পতন,টুপি মাথা থেকে পড়ার পর তা তুলে নেয়া উত্তম,
পড়া,পতন,সে পিছলে পড়ার পর সবাই হাসতে হাসতে চলে গেলো,
পড়া,পতন,হঠাৎ বৃষ্টিতে পা পিছলে পড়া মানিক গড়িয়ে গড়িয়ে অনেক দুর চলে গেলো,
পড়া,পতন,পাশের বাড়ির ছেলে হাসতে হাসতে ড্রেনের মধ্যে পড়ার পর বেশ মজা হলো,
পড়া,পতন,হাসতে হাসতে পাশের বাড়ির মেয়ে ড্রেনে পড়ায় বেশ মজা হলো,
পড়া,পতন,হাই হিল পিছলে পড়ার পর মা বেশ ব্যাথা পেলো,
পড়া,পতন,পা পিছলে পড়ায় গাড় ভেঙে গুরুতর আহত হন।,
পড়া,পতন,পুকুরে নামতে গিয়ে পা পিছলে পড়া রাফা পরে পানিতে পড়ে যায়।,
পড়া,পতন,"কে পা পিছলে গেলো, আর কে-ই বা আলুর দম হলো পড়ার পরে?",
পড়া,পতন,একদিন রাস্তা দিয়ে আসার সময় কলার খোসায় পা পিছলে পড়ায় বেশ ব্যথা পেলাম,
পড়া,পতন,নাচতে নাচতে খেলতে খেলতে হঠাৎ পা পিছলে পড়ায় ছোট কাকা অজ্ঞান হলো,
পড়া,পতন,খড়ের চালা মেরামত করার সময় পা পিছলে পড়া মৌ নিচে পড়ে যায়।,
পড়া,পতন,ছাঁদ থেকে পড়ায় পা ভেঙ্গে ফেলেছে আনিকা,
পড়া,পতন,"পরে আজ দেখা যায়, মরে পড়া ডলফিনগুলো ভেসে আসছে।",
পড়া,পতন,হোঁচট খেয়ে পড়া মতি উঠে দাড়িয়ে গেছে,
পড়া,পতন,লুঙ্গী নিয়ে হোঁচট খেয়ে পড়া নিশো নাটকে ভালো অভিনয় করেছে?,
পড়া,পতন,একটি ঘাট পরিদর্শনের সময় সিঁড়ি দিয়ে উঠতে গিয়ে হোঁচট খেয়ে পড়ার পর গড়িয়ে গেছেন দেশটির প্রধানমন্ত্রী নরেন্দ্র মোদি।,
পড়া,পতন,গঙ্গা নদীর পাড়ে একটি প্রকল্প দেখতে গিয়ে হোঁচট খেয়ে পড়া লোকটি আর কেউ নয় প্রধানমন্ত্রী,
পড়া,পতন,হোঁচট খেয়ে হুমড়ি খেয়ে পড়া মানুষটি প্রধানমন্ত্রী,
পড়া,পতন,হোঁচট খেয়ে পড়া লোকটি প্রধানমন্ত্রী,
পড়া,পতন,হোঁচট খেয়ে পড়া একটি ভিডিও সামাজিক যোগাযোগ মাধ্যম ভাইরাল হয়েছে।,
পড়া,পতন,অনুষ্ঠানে গিয়ে সিঁড়িতে পড়া হরহামেশাই হয়,
পড়া,পতন,আচমকা ঘরের ছাদ ভেঙে পড়ার ফলে মারা গেলেন মেয়েটির মা ৷,
পড়া,পতন,উঠতে গিয়ে আচমকা পা পিছলে পড়ায় পা ভেঙ্গে গেছে,
পড়া,পতন,কানপুরে গঙ্গার ঘাটে পা পিছলে পড়া অবস্থায় ছবি আবদ্ধ হলেন প্রধানমন্ত্রী,
পড়া,পতন,রামি মালেক মঞ্চ থেকে নামতে গিয়ে পড়ায় হাঁটু ভেঙে গেছে।,
পড়া,পতন,ব্রিজ থেকে পা পিছলে পড়ায় সন্ধ্যা নদীতে পড়ে গিয়েছিলেন,
পড়া,পতন,"খরস্রোতা নদীতে পা পিছলে পড়ায় পড়ে গেলেন বিধায়ক, তারপর কী হল জানতে দেখুন রোমহর্ষক",
পড়া,পতন,সিঁড়ি বেয়ে উপরে উঠার সময় পা পিছলে মাটিতে পড়া আমি,
পড়া,পতন,ঢাকায় সিনেমার চিত্রনায়িকা পূজা চেরি পা পিছলে পড়ায় মাথা ও কপালে আঘাত পেয়েছেন।,
পড়া,পতন,পরিদর্শনে গিয়ে পা পিছলে পড়ায় এই বিজেপি নেতা ভাইরাল,
পড়া,পতন,জিমন্যাস্টিক অনুশীলনের সময় হঠাৎই পা পিছলে পড়া খেলোয়াড় হাসপাতালে,
পড়া,পতন,হঠাৎ ধসে পড়া টিভি রুমের ছাদ সব একাকার,
পড়া,পতন,"হোঁচট খেয়ে পড়া লোকটি মোদি,",
পড়া,পতন,অমনি হাতে থেকে পড়ার পর গড়িয়ে গেলো অনেকখানি।,
পড়া,পতন,সরকারের এই অবস্থানকে পতনের অবস্থান হিসেবে উল্লেখ করে একটু জোরে ধাক্কা দিলেই এ সরকার পড়ার কথা বলেন তিনি।,
পড়া,পতন,ভারতের তামিলনাডু রাজ্যে ঘুরে বেড়ানোর সময় একটি হাতি কুয়ার ভেতরে পড়ার কথা শুনতে পাওয়া যায়।,
পড়া,পতন,কুসুম ঝরিয়া পড়ার পর নতুন কুুসুম ফুটে।,
পড়া,পতন,"যদি একজন আরোহী পড়ার মত হয় আর পরে যেতে থাকেন, তবে অন্য আরোহীরা নিজ প্রচেষ্টায় তাকে থামিয়ে দেন।",
পড়া,পতন,উঠে বাথরুমে গিয়ে জল পড়ার কারণটাও অনুধাবন করতে মন চাইল না।,
পড়া,পতন,হাতির পিঠে বসে যোগ আসন করতে গিয়ে নিচে পড়ায় রেগে গেলেন বাবা রামদেব।,
পড়া,পতন,যে কোনো জিনিস উপরে না গিয়ে নিচে পড়ার কারণ কি?,
পড়া,পতন,একেবারে মুক্তভাবে নিচে পড়া থামানো পারা যায় কিভাবে?,
পড়া,পতন,নিচে বসে ভাবছিলেন এমন সময় তার মাথায় একটি আপেল এসে পড়া শুরু করে।,
পড়া,পতন,কিংবা কোনো স্থান থেকে কুরআন মাজিদ নিচের দিকে পড়া থাকে তবে সঙ্গে সঙ্গে দেরি না করে তা ওঠিয়ে,
পড়া,পতন,রাজধানীর খিলক্ষেতে চলন্ত ট্রেনের ছাদ থেকে নিচে পড়া অজ্ঞাতনামার পরিচয় এখনো পাওয়া যায় নি,
পড়া,পতন,বলটি গড়িয়ে গড়িয়ে নিচে পড়ায় সবাই দৌড়ে গেলো।,
পড়া,পতন,নিচে পড়ার পর আর খুঁজে পাওয়া সম্ভব না।,
পড়া,পতন,পুরান ঢাকার বংশালের আগা সাদেক সড়কের একটি ভবনের চারতলা থেকে পড়া এক নারীর মৃত্যু হয়েছে,
পড়া,পতন,নিচে পড়া খাবার ৫ সেকেন্ডে উঠিয়ে খেলে কিইবা হবে?,
পড়া,পতন,নারায়ণগঞ্জের বন্দরে জাহাজের নিচে পড়া নিখোঁজ দুই শ্রমিকের লাশ উদ্ধার করেছে ফায়ার সার্ভিস,
পড়া,পতন,হলের লিফটের নিচে পড়া সোহেল রানা (৩০) নামে একজনের মৃত্যু হয়েছে।,
পড়া,পতন,প্রায় দুই হাজার বছর আগে আগ্নেয়গিরির লাভার নিচে ঢাকা পড়া ছিল ইতালির পম্পেই নগর থেকে সেই সময়ের দুই ব্যক্তির মরদেহ উদ্ধার করেছেন প্রত্নতাত্ত্বিকরা।,
পড়া,পতন,গাজীপুরে লিফটে উঠতে গিয়ে পাঁচতলা থেকে নিচে পড়া আরিফ হাওলাদার নামের এক পোশাকশ্রমিক নিহত হয়েছেন।,
পড়া,পতন,ভবন থেকে বিদ্যুৎস্পৃষ্ট হয়ে নিচে পড়া হাসনাইন (৩৫) নামে এক নির্মাণ মারা গিয়েছেন।,
পড়া,পতন,কিনারা ঘেঁসে পড়ায় বেচে গেছে,
পড়া,পতন,তখন লিফটটি ছিঁড়ে একেবারে নিচে পড়ায় সিঁড়ি বেয়ে উঠতে হয়,
পড়া,পতন,আগেই ট্রেনের নিচে পড়ায় দ্বিখণ্ডিত হন তিনি।,
পড়া,পতন,নুয়ে পড়া ডাল কেটে না দিলে পথচারীদের অসুবিধা হয়,
পড়া,পতন,টিনের চালে শিশির বিন্দু পড়ার শব্দও বিমোহিত করে প্রতিটি মুহূর্তে।,
পড়া,পরিধান,করোনার টেস্টের খরচ কমিয়ে মাস্ক পড়ার পারমর্শ মুখ্যমন্ত্রীর,
পড়া,পরিধান,বাড়ির পাশে সেপটিক ট্যাংকের সামনে আরজিনার একটি জুতা পড়া অবস্থায় থাকতে দেখেন,
পড়া,পরিধান,এটি বেশীরভাগ ক্ষেত্রে সঠিক জুতো না পড়ার কারণে হয়,
পড়া,পরিধান,মেয়েদের পায়ে নুপুর পড়া ইসলামে নিষিদ্ধ।,
পড়া,পরিধান,তারা যদি গায়ে কম্বল পড়তে চায় তাহলে তাদের মুখে পড়ানো ঠুলি দিয়ে একটি বোর্ড স্পর্শ করে দেখাতে,
পড়া,পরিধান,কন্টাক্ট লেন্স পড়ায় গিয়ে যদি চোখে চুলকানি হয়?,
পড়া,পরিধান,এ কারণে শাড়ি পড়ার সময় মধ্যাচ্ছাদন উন্মুক্ত রাখা হয়।,
পড়া,পরিধান,অনেকে তাদের শাড়ি পড়া ছবিও আপলোড করেছেন,
পড়া,পরিধান,দেখা যায় যে বিবাহিত নারীদের মধ্যে শাড়ি পড়ার প্রচলন বেশী।,
